Base	Mean	Median	Lower_Quartile	Upper_Quartile	10th_Percentile	90th_Percentile	Library
4	36.83103211965012	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
5	36.81146417622217	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
6	36.82336472918076	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
7	36.816572799514475	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
8	36.80882364495147	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
9	36.82690500559849	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
10-14	36.81508670650184	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
15-19	36.812740811666444	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
20-24	36.80579650964593	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
25-29	36.78761014812123	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
30-34	36.776443648979125	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
35-39	36.76205153593544	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
40-44	36.75340693530253	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
45-49	36.73282227373632	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
50-54	36.706192997947184	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
55-59	36.70864968233589	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
60-64	36.70942881853968	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
65-69	36.6906710748125	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
70-74	36.67950269895137	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
75-79	36.681896742504435	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
80-84	36.68718762568851	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
85-89	36.68799671588872	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
90-94	36.67630518879866	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
95-99	36.66818401285694	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
100-104	36.65941488428447	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
105-109	36.64219525854115	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
110-114	36.63603548881589	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
115-119	36.62732023903162	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
120-124	36.62135537010891	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
125-129	36.60223588123837	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
130-134	36.56934174193886	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
135-139	36.569379737252575	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
140-144	36.55448410788988	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
145-149	36.51927448606603	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
150-151	36.753849537248996	37.0	37.0	37.0	37.0	37.0	WUB_VD35_R2_rmphix_fastqc
1	36.62764817310375	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
2	36.717272898375484	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
3	36.78873125976907	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
4	36.82523234058148	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
5	36.84376761959707	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
6	36.852272629233894	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
7	36.852082014057416	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
8	36.8519399154168	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
9	36.85416849576375	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
10-14	36.85741635642643	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
15-19	36.85375912987995	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
20-24	36.847541258763215	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
25-29	36.83938054736599	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
30-34	36.83382922713936	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
35-39	36.826234975056444	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
40-44	36.82113677356172	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
45-49	36.81163436679983	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
50-54	36.79888247320487	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
55-59	36.795156679997795	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
60-64	36.79619309857435	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
65-69	36.78524271399725	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
70-74	36.7847317258118	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
75-79	36.782806677945224	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
80-84	36.77744967282124	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
85-89	36.77368178163353	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
90-94	36.76707467132255	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
95-99	36.76223436625986	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
100-104	36.75246458113559	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
105-109	36.74916944008072	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
110-114	36.73937212155868	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
115-119	36.72633980311654	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
120-124	36.72183241816758	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
125-129	36.71402404619516	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
130-134	36.68916570111629	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
135-139	36.691604938937985	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
140-144	36.672749506236414	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
145-149	36.66500978610973	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
150-151	36.83705140227738	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R1_rmphix_fastqc
1	36.683808330180945	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
2	36.79540705390509	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
3	36.812980460455755	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
4	36.84024100200112	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
5	36.82885030730353	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
6	36.83545234547847	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
7	36.82636608473552	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
8	36.82729310920047	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
9	36.83532202072522	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
10-14	36.82712347048999	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
15-19	36.826912474308486	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
20-24	36.8230620883432	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
25-29	36.80658388338195	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
30-34	36.79689432594377	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
35-39	36.787686428764445	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
40-44	36.776640330036955	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
45-49	36.76578563141176	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
50-54	36.74237542013517	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
55-59	36.74390372411997	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
60-64	36.7403492139163	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
65-69	36.7224412591613	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
70-74	36.715401762507014	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
75-79	36.71281431472941	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
80-84	36.715521902612366	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
85-89	36.713002275427044	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
90-94	36.70352847820982	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
95-99	36.695341500093264	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
100-104	36.6904627678917	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
105-109	36.677676976520274	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
110-114	36.66200346537206	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
115-119	36.657086101805824	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
120-124	36.64301013895845	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
125-129	36.633136252036	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
130-134	36.60738586789866	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
135-139	36.602751090470335	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
140-144	36.58657803996858	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
145-149	36.56150801257911	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
150-151	36.77729081615286	37.0	37.0	37.0	37.0	37.0	WUB_VD36_R2_rmphix_fastqc
1	36.6330323196666	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
2	36.732542133352	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
3	36.80774503617875	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
4	36.838453889254446	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
5	36.85917078300245	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
6	36.86580242543392	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
7	36.86914022270127	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
8	36.86567911105241	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
9	36.86901799547425	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
10-14	36.8752394700448	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
15-19	36.87439353959993	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
20-24	36.86743118477049	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
25-29	36.85980050947943	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
30-34	36.85545568100154	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
35-39	36.84884297058909	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
40-44	36.8429389140701	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
45-49	36.8332229056153	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
50-54	36.821929825450574	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
55-59	36.818505332658845	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
60-64	36.81927458732399	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
65-69	36.808916643568196	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
70-74	36.808644704872265	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
75-79	36.8079743910048	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
80-84	36.803643646717106	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
85-89	36.799215254087244	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
90-94	36.792752926376885	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
95-99	36.78870584705976	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
100-104	36.7774357495003	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
105-109	36.777524645773774	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
110-114	36.76898327171626	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
115-119	36.75250873988908	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
120-124	36.74641899177666	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
125-129	36.740506863905104	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
130-134	36.71655431486981	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
135-139	36.72090506328621	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
140-144	36.69649799421816	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
145-149	36.69328277683115	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
150-151	36.85040245705771	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R1_rmphix_fastqc
1	36.686910531727655	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
2	36.80666929680401	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
3	36.82073575587852	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
4	36.85121017185234	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
5	36.83444166792951	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
6	36.84389113716322	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
7	36.83758090419338	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
8	36.835788264081785	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
9	36.845513482288254	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
10-14	36.83613340457301	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
15-19	36.835290611345414	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
20-24	36.83054522855851	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
25-29	36.81186535172224	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
30-34	36.80418870532674	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
35-39	36.793937102443614	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
40-44	36.784538263547915	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
45-49	36.77351802690467	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
50-54	36.750817364839484	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
55-59	36.75198625493441	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
60-64	36.74924043366165	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
65-69	36.7287211217715	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
70-74	36.724261039571445	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
75-79	36.720216427110024	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
80-84	36.726164064407556	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
85-89	36.726886489653964	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
90-94	36.71542906548996	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
95-99	36.7052699198174	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
100-104	36.70212097105234	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
105-109	36.69003807604652	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
110-114	36.67602756925355	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
115-119	36.66919709156037	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
120-124	36.659279571929076	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
125-129	36.64785928319465	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
130-134	36.622007304637314	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
135-139	36.619602644046175	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
140-144	36.60208207410891	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
145-149	36.58229993313695	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
150-151	36.78535723960789	37.0	37.0	37.0	37.0	37.0	WUB_VD37_R2_rmphix_fastqc
1	36.49203631809436	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
2	36.612973482462344	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
3	36.72279154425791	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
4	36.77416614072826	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
5	36.80613641726356	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
6	36.816225994324675	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
7	36.82518885842931	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
8	36.81938480840783	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
9	36.828517516087324	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
10-14	36.826999960537655	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
15-19	36.825494606479324	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
20-24	36.817159457771055	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
25-29	36.808697338527494	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
30-34	36.80311225394245	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
35-39	36.79242125984495	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
40-44	36.78681400329425	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
45-49	36.776019069469946	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
50-54	36.761526581270004	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
55-59	36.75976397342389	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
60-64	36.757820543724684	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
65-69	36.748150644908755	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
70-74	36.75250530297469	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
75-79	36.75058426015376	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
80-84	36.744355277840775	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
85-89	36.73683606373928	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
90-94	36.734762306992195	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
95-99	36.72380818236347	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
100-104	36.71607567728323	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
105-109	36.716708626209694	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
110-114	36.70478717776605	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
115-119	36.69240790434693	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
120-124	36.68405155503158	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
125-129	36.67034731659491	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
130-134	36.64246230654703	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
135-139	36.65496666592698	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
140-144	36.62216591452798	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
145-149	36.61629879181045	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
150-151	36.81696256328732	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R1_rmphix_fastqc
1	36.647648768423075	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
2	36.75141954011089	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
3	36.76596952238244	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
4	36.81905588147298	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
5	36.800386069598794	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
6	36.814210675184476	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
7	36.807666391483224	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
8	36.79927929759094	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
9	36.81784076693481	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
10-14	36.8074603185611	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
15-19	36.806668406234735	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
20-24	36.799835215700476	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
25-29	36.78272370998783	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
30-34	36.77137037037129	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
35-39	36.75720106278346	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
40-44	36.751375551562816	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
45-49	36.72926396157004	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
50-54	36.70203817113217	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
55-59	36.70665848995088	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
60-64	36.707100273298536	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
65-69	36.688746321329006	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
70-74	36.674288215941985	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
75-79	36.678981739097196	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
80-84	36.68269772097422	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
85-89	36.68288756148174	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
90-94	36.671868193283125	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
95-99	36.66578988863171	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
100-104	36.65339088691532	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
105-109	36.63409702620213	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
110-114	36.63130419748874	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
115-119	36.62307239701291	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
120-124	36.61843971729438	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
125-129	36.5954818292514	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
130-134	36.559792723008556	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
135-139	36.55926637382519	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
140-144	36.54644448278593	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
145-149	36.503140647672765	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
150-151	36.74506024269017	37.0	37.0	37.0	37.0	37.0	WUB_VD38_R2_rmphix_fastqc
1	36.5308090557922	37.0	37.0	37.0	37.0	37.0	WUB_VD39_R1_rmphix_fastqc
2	36.65771888242712	37.0	37.0	37.0	37.0	37.0	WUB_VD39_R1_rmphix_fastqc
