GC_Content	Count	Library
67	1823619.5	V03_DN_R1_rmphix_fastqc
68	1734964.0	V03_DN_R1_rmphix_fastqc
69	1607229.5	V03_DN_R1_rmphix_fastqc
70	1444373.5	V03_DN_R1_rmphix_fastqc
71	1256720.5	V03_DN_R1_rmphix_fastqc
72	1058137.0	V03_DN_R1_rmphix_fastqc
73	859852.0	V03_DN_R1_rmphix_fastqc
74	676516.0	V03_DN_R1_rmphix_fastqc
75	516795.5	V03_DN_R1_rmphix_fastqc
76	383108.0	V03_DN_R1_rmphix_fastqc
77	275866.5	V03_DN_R1_rmphix_fastqc
78	193079.0	V03_DN_R1_rmphix_fastqc
79	132100.0	V03_DN_R1_rmphix_fastqc
80	88304.0	V03_DN_R1_rmphix_fastqc
81	57855.0	V03_DN_R1_rmphix_fastqc
82	37528.0	V03_DN_R1_rmphix_fastqc
83	23695.0	V03_DN_R1_rmphix_fastqc
84	14696.5	V03_DN_R1_rmphix_fastqc
85	8887.0	V03_DN_R1_rmphix_fastqc
86	5051.5	V03_DN_R1_rmphix_fastqc
87	2887.0	V03_DN_R1_rmphix_fastqc
88	1641.0	V03_DN_R1_rmphix_fastqc
89	884.5	V03_DN_R1_rmphix_fastqc
90	494.5	V03_DN_R1_rmphix_fastqc
91	275.0	V03_DN_R1_rmphix_fastqc
92	153.0	V03_DN_R1_rmphix_fastqc
93	87.0	V03_DN_R1_rmphix_fastqc
94	44.5	V03_DN_R1_rmphix_fastqc
95	23.0	V03_DN_R1_rmphix_fastqc
96	14.0	V03_DN_R1_rmphix_fastqc
97	10.5	V03_DN_R1_rmphix_fastqc
98	12.5	V03_DN_R1_rmphix_fastqc
99	8.5	V03_DN_R1_rmphix_fastqc
100	2.5	V03_DN_R1_rmphix_fastqc
0	12.0	V03_DN_R2_rmphix_fastqc
1	11.0	V03_DN_R2_rmphix_fastqc
2	15.0	V03_DN_R2_rmphix_fastqc
3	24.5	V03_DN_R2_rmphix_fastqc
4	37.0	V03_DN_R2_rmphix_fastqc
5	48.5	V03_DN_R2_rmphix_fastqc
6	67.5	V03_DN_R2_rmphix_fastqc
7	112.5	V03_DN_R2_rmphix_fastqc
8	170.5	V03_DN_R2_rmphix_fastqc
9	246.0	V03_DN_R2_rmphix_fastqc
10	362.5	V03_DN_R2_rmphix_fastqc
11	522.5	V03_DN_R2_rmphix_fastqc
12	711.5	V03_DN_R2_rmphix_fastqc
13	954.0	V03_DN_R2_rmphix_fastqc
14	1319.5	V03_DN_R2_rmphix_fastqc
15	1827.5	V03_DN_R2_rmphix_fastqc
16	2485.0	V03_DN_R2_rmphix_fastqc
17	3397.5	V03_DN_R2_rmphix_fastqc
