Length	Count	Library
55-59	156335.0	WUB_VD07_R1_rmphix_fastqc
60-64	151719.0	WUB_VD07_R1_rmphix_fastqc
65-69	147246.0	WUB_VD07_R1_rmphix_fastqc
70-74	148369.0	WUB_VD07_R1_rmphix_fastqc
75-79	149996.0	WUB_VD07_R1_rmphix_fastqc
80-84	147966.0	WUB_VD07_R1_rmphix_fastqc
85-89	150748.0	WUB_VD07_R1_rmphix_fastqc
90-94	151237.0	WUB_VD07_R1_rmphix_fastqc
95-99	151291.0	WUB_VD07_R1_rmphix_fastqc
100-104	158652.0	WUB_VD07_R1_rmphix_fastqc
105-109	157459.0	WUB_VD07_R1_rmphix_fastqc
110-114	163602.0	WUB_VD07_R1_rmphix_fastqc
115-119	175335.0	WUB_VD07_R1_rmphix_fastqc
120-124	175300.0	WUB_VD07_R1_rmphix_fastqc
125-129	178431.0	WUB_VD07_R1_rmphix_fastqc
130-134	200565.0	WUB_VD07_R1_rmphix_fastqc
135-139	194107.0	WUB_VD07_R1_rmphix_fastqc
140-144	209523.0	WUB_VD07_R1_rmphix_fastqc
145-149	244152.0	WUB_VD07_R1_rmphix_fastqc
150-152	2.3871597E7	WUB_VD07_R1_rmphix_fastqc
50-54	154495.0	WUB_VD07_R2_rmphix_fastqc
55-59	151565.0	WUB_VD07_R2_rmphix_fastqc
60-64	150384.0	WUB_VD07_R2_rmphix_fastqc
65-69	158385.0	WUB_VD07_R2_rmphix_fastqc
70-74	159161.0	WUB_VD07_R2_rmphix_fastqc
75-79	160547.0	WUB_VD07_R2_rmphix_fastqc
80-84	163359.0	WUB_VD07_R2_rmphix_fastqc
85-89	165414.0	WUB_VD07_R2_rmphix_fastqc
90-94	174838.0	WUB_VD07_R2_rmphix_fastqc
95-99	178588.0	WUB_VD07_R2_rmphix_fastqc
100-104	188016.0	WUB_VD07_R2_rmphix_fastqc
105-109	196074.0	WUB_VD07_R2_rmphix_fastqc
110-114	207595.0	WUB_VD07_R2_rmphix_fastqc
115-119	218015.0	WUB_VD07_R2_rmphix_fastqc
120-124	221386.0	WUB_VD07_R2_rmphix_fastqc
125-129	234108.0	WUB_VD07_R2_rmphix_fastqc
130-134	261315.0	WUB_VD07_R2_rmphix_fastqc
135-139	261600.0	WUB_VD07_R2_rmphix_fastqc
140-144	276382.0	WUB_VD07_R2_rmphix_fastqc
145-149	342643.0	WUB_VD07_R2_rmphix_fastqc
150-152	2.3214922E7	WUB_VD07_R2_rmphix_fastqc
50-54	131227.0	WUB_VD08_R1_rmphix_fastqc
55-59	132138.0	WUB_VD08_R1_rmphix_fastqc
60-64	128116.0	WUB_VD08_R1_rmphix_fastqc
65-69	124135.0	WUB_VD08_R1_rmphix_fastqc
70-74	124197.0	WUB_VD08_R1_rmphix_fastqc
75-79	124847.0	WUB_VD08_R1_rmphix_fastqc
80-84	124189.0	WUB_VD08_R1_rmphix_fastqc
85-89	125971.0	WUB_VD08_R1_rmphix_fastqc
90-94	126760.0	WUB_VD08_R1_rmphix_fastqc
95-99	126095.0	WUB_VD08_R1_rmphix_fastqc
100-104	131334.0	WUB_VD08_R1_rmphix_fastqc
105-109	130742.0	WUB_VD08_R1_rmphix_fastqc
110-114	135561.0	WUB_VD08_R1_rmphix_fastqc
115-119	144286.0	WUB_VD08_R1_rmphix_fastqc
120-124	142715.0	WUB_VD08_R1_rmphix_fastqc
125-129	144388.0	WUB_VD08_R1_rmphix_fastqc
130-134	162066.0	WUB_VD08_R1_rmphix_fastqc
135-139	156924.0	WUB_VD08_R1_rmphix_fastqc
140-144	168514.0	WUB_VD08_R1_rmphix_fastqc
145-149	195692.0	WUB_VD08_R1_rmphix_fastqc
150-152	2.1528448E7	WUB_VD08_R1_rmphix_fastqc
50-54	123256.0	WUB_VD08_R2_rmphix_fastqc
55-59	120321.0	WUB_VD08_R2_rmphix_fastqc
60-64	117245.0	WUB_VD08_R2_rmphix_fastqc
65-69	123245.0	WUB_VD08_R2_rmphix_fastqc
70-74	122423.0	WUB_VD08_R2_rmphix_fastqc
75-79	122013.0	WUB_VD08_R2_rmphix_fastqc
80-84	124551.0	WUB_VD08_R2_rmphix_fastqc
85-89	125192.0	WUB_VD08_R2_rmphix_fastqc
90-94	130609.0	WUB_VD08_R2_rmphix_fastqc
95-99	132856.0	WUB_VD08_R2_rmphix_fastqc
100-104	138617.0	WUB_VD08_R2_rmphix_fastqc
105-109	144773.0	WUB_VD08_R2_rmphix_fastqc
110-114	153174.0	WUB_VD08_R2_rmphix_fastqc
115-119	159118.0	WUB_VD08_R2_rmphix_fastqc
120-124	162076.0	WUB_VD08_R2_rmphix_fastqc
125-129	172848.0	WUB_VD08_R2_rmphix_fastqc
130-134	191343.0	WUB_VD08_R2_rmphix_fastqc
135-139	192106.0	WUB_VD08_R2_rmphix_fastqc
140-144	203508.0	WUB_VD08_R2_rmphix_fastqc
145-149	254352.0	WUB_VD08_R2_rmphix_fastqc
150-152	2.1294719E7	WUB_VD08_R2_rmphix_fastqc
50-54	165584.0	WUB_VD09_R1_rmphix_fastqc
55-59	168775.0	WUB_VD09_R1_rmphix_fastqc
60-64	164493.0	WUB_VD09_R1_rmphix_fastqc
65-69	157723.0	WUB_VD09_R1_rmphix_fastqc
70-74	157376.0	WUB_VD09_R1_rmphix_fastqc
75-79	157895.0	WUB_VD09_R1_rmphix_fastqc
80-84	156842.0	WUB_VD09_R1_rmphix_fastqc
85-89	158204.0	WUB_VD09_R1_rmphix_fastqc
90-94	159072.0	WUB_VD09_R1_rmphix_fastqc
95-99	159089.0	WUB_VD09_R1_rmphix_fastqc
100-104	164072.0	WUB_VD09_R1_rmphix_fastqc
105-109	164416.0	WUB_VD09_R1_rmphix_fastqc
110-114	169609.0	WUB_VD09_R1_rmphix_fastqc
115-119	178389.0	WUB_VD09_R1_rmphix_fastqc
120-124	178271.0	WUB_VD09_R1_rmphix_fastqc
125-129	180560.0	WUB_VD09_R1_rmphix_fastqc
130-134	202520.0	WUB_VD09_R1_rmphix_fastqc
135-139	197211.0	WUB_VD09_R1_rmphix_fastqc
140-144	209268.0	WUB_VD09_R1_rmphix_fastqc
145-149	245224.0	WUB_VD09_R1_rmphix_fastqc
150-152	2.4582618E7	WUB_VD09_R1_rmphix_fastqc
50-54	220495.0	WUB_VD09_R2_rmphix_fastqc
55-59	205506.0	WUB_VD09_R2_rmphix_fastqc
60-64	189953.0	WUB_VD09_R2_rmphix_fastqc
65-69	192002.0	WUB_VD09_R2_rmphix_fastqc
70-74	187322.0	WUB_VD09_R2_rmphix_fastqc
75-79	181212.0	WUB_VD09_R2_rmphix_fastqc
80-84	181138.0	WUB_VD09_R2_rmphix_fastqc
85-89	179101.0	WUB_VD09_R2_rmphix_fastqc
90-94	186616.0	WUB_VD09_R2_rmphix_fastqc
95-99	187582.0	WUB_VD09_R2_rmphix_fastqc
100-104	196563.0	WUB_VD09_R2_rmphix_fastqc
105-109	202826.0	WUB_VD09_R2_rmphix_fastqc
110-114	214291.0	WUB_VD09_R2_rmphix_fastqc
115-119	219415.0	WUB_VD09_R2_rmphix_fastqc
120-124	225492.0	WUB_VD09_R2_rmphix_fastqc
125-129	237892.0	WUB_VD09_R2_rmphix_fastqc
130-134	262416.0	WUB_VD09_R2_rmphix_fastqc
135-139	262930.0	WUB_VD09_R2_rmphix_fastqc
140-144	275157.0	WUB_VD09_R2_rmphix_fastqc
145-149	345867.0	WUB_VD09_R2_rmphix_fastqc
150-152	2.3723435E7	WUB_VD09_R2_rmphix_fastqc
50-54	174546.0	WUB_VD10_R1_rmphix_fastqc
55-59	175694.0	WUB_VD10_R1_rmphix_fastqc
60-64	171174.0	WUB_VD10_R1_rmphix_fastqc
65-69	164987.0	WUB_VD10_R1_rmphix_fastqc
70-74	164712.0	WUB_VD10_R1_rmphix_fastqc
75-79	165827.0	WUB_VD10_R1_rmphix_fastqc
80-84	163721.0	WUB_VD10_R1_rmphix_fastqc
85-89	166556.0	WUB_VD10_R1_rmphix_fastqc
90-94	166157.0	WUB_VD10_R1_rmphix_fastqc
95-99	167452.0	WUB_VD10_R1_rmphix_fastqc
100-104	172702.0	WUB_VD10_R1_rmphix_fastqc
105-109	172836.0	WUB_VD10_R1_rmphix_fastqc
110-114	178527.0	WUB_VD10_R1_rmphix_fastqc
115-119	188168.0	WUB_VD10_R1_rmphix_fastqc
120-124	187498.0	WUB_VD10_R1_rmphix_fastqc
125-129	191079.0	WUB_VD10_R1_rmphix_fastqc
130-134	212402.0	WUB_VD10_R1_rmphix_fastqc
135-139	207262.0	WUB_VD10_R1_rmphix_fastqc
140-144	219848.0	WUB_VD10_R1_rmphix_fastqc
145-149	256460.0	WUB_VD10_R1_rmphix_fastqc
150-152	2.5579597E7	WUB_VD10_R1_rmphix_fastqc
50-54	182098.0	WUB_VD10_R2_rmphix_fastqc
55-59	175782.0	WUB_VD10_R2_rmphix_fastqc
60-64	166367.0	WUB_VD10_R2_rmphix_fastqc
65-69	173481.0	WUB_VD10_R2_rmphix_fastqc
70-74	173260.0	WUB_VD10_R2_rmphix_fastqc
75-79	171148.0	WUB_VD10_R2_rmphix_fastqc
80-84	173796.0	WUB_VD10_R2_rmphix_fastqc
85-89	173448.0	WUB_VD10_R2_rmphix_fastqc
90-94	182367.0	WUB_VD10_R2_rmphix_fastqc
95-99	184166.0	WUB_VD10_R2_rmphix_fastqc
100-104	193421.0	WUB_VD10_R2_rmphix_fastqc
105-109	202090.0	WUB_VD10_R2_rmphix_fastqc
110-114	213083.0	WUB_VD10_R2_rmphix_fastqc
115-119	220365.0	WUB_VD10_R2_rmphix_fastqc
120-124	226441.0	WUB_VD10_R2_rmphix_fastqc
125-129	239528.0	WUB_VD10_R2_rmphix_fastqc
130-134	266878.0	WUB_VD10_R2_rmphix_fastqc
135-139	269438.0	WUB_VD10_R2_rmphix_fastqc
140-144	283287.0	WUB_VD10_R2_rmphix_fastqc
145-149	356863.0	WUB_VD10_R2_rmphix_fastqc
150-152	2.5019898E7	WUB_VD10_R2_rmphix_fastqc
50-54	151866.0	WUB_VD11_R1_rmphix_fastqc
55-59	151829.0	WUB_VD11_R1_rmphix_fastqc
60-64	148939.0	WUB_VD11_R1_rmphix_fastqc
65-69	143197.0	WUB_VD11_R1_rmphix_fastqc
70-74	143641.0	WUB_VD11_R1_rmphix_fastqc
75-79	145881.0	WUB_VD11_R1_rmphix_fastqc
80-84	145224.0	WUB_VD11_R1_rmphix_fastqc
85-89	147141.0	WUB_VD11_R1_rmphix_fastqc
90-94	148545.0	WUB_VD11_R1_rmphix_fastqc
95-99	148076.0	WUB_VD11_R1_rmphix_fastqc
100-104	155129.0	WUB_VD11_R1_rmphix_fastqc
105-109	154396.0	WUB_VD11_R1_rmphix_fastqc
110-114	160460.0	WUB_VD11_R1_rmphix_fastqc
115-119	173613.0	WUB_VD11_R1_rmphix_fastqc
120-124	172955.0	WUB_VD11_R1_rmphix_fastqc
125-129	176015.0	WUB_VD11_R1_rmphix_fastqc
130-134	198940.0	WUB_VD11_R1_rmphix_fastqc
135-139	194928.0	WUB_VD11_R1_rmphix_fastqc
140-144	209550.0	WUB_VD11_R1_rmphix_fastqc
145-149	244247.0	WUB_VD11_R1_rmphix_fastqc
150-152	2.3042794E7	WUB_VD11_R1_rmphix_fastqc
50-54	159396.0	WUB_VD11_R2_rmphix_fastqc
55-59	154492.0	WUB_VD11_R2_rmphix_fastqc
60-64	149353.0	WUB_VD11_R2_rmphix_fastqc
65-69	156272.0	WUB_VD11_R2_rmphix_fastqc
70-74	156803.0	WUB_VD11_R2_rmphix_fastqc
75-79	156537.0	WUB_VD11_R2_rmphix_fastqc
80-84	159448.0	WUB_VD11_R2_rmphix_fastqc
85-89	159957.0	WUB_VD11_R2_rmphix_fastqc
90-94	169726.0	WUB_VD11_R2_rmphix_fastqc
95-99	173883.0	WUB_VD11_R2_rmphix_fastqc
100-104	182657.0	WUB_VD11_R2_rmphix_fastqc
105-109	192900.0	WUB_VD11_R2_rmphix_fastqc
110-114	204242.0	WUB_VD11_R2_rmphix_fastqc
115-119	214827.0	WUB_VD11_R2_rmphix_fastqc
120-124	218406.0	WUB_VD11_R2_rmphix_fastqc
125-129	232507.0	WUB_VD11_R2_rmphix_fastqc
130-134	262082.0	WUB_VD11_R2_rmphix_fastqc
135-139	262745.0	WUB_VD11_R2_rmphix_fastqc
140-144	277831.0	WUB_VD11_R2_rmphix_fastqc
145-149	344094.0	WUB_VD11_R2_rmphix_fastqc
150-152	2.2369208E7	WUB_VD11_R2_rmphix_fastqc
50-54	155373.0	WUB_VD12_R1_rmphix_fastqc
55-59	156570.0	WUB_VD12_R1_rmphix_fastqc
60-64	152745.0	WUB_VD12_R1_rmphix_fastqc
65-69	147103.0	WUB_VD12_R1_rmphix_fastqc
70-74	146622.0	WUB_VD12_R1_rmphix_fastqc
75-79	148096.0	WUB_VD12_R1_rmphix_fastqc
80-84	146595.0	WUB_VD12_R1_rmphix_fastqc
85-89	148813.0	WUB_VD12_R1_rmphix_fastqc
90-94	150156.0	WUB_VD12_R1_rmphix_fastqc
95-99	149745.0	WUB_VD12_R1_rmphix_fastqc
100-104	156201.0	WUB_VD12_R1_rmphix_fastqc
105-109	154181.0	WUB_VD12_R1_rmphix_fastqc
110-114	159998.0	WUB_VD12_R1_rmphix_fastqc
115-119	171880.0	WUB_VD12_R1_rmphix_fastqc
120-124	170310.0	WUB_VD12_R1_rmphix_fastqc
125-129	173362.0	WUB_VD12_R1_rmphix_fastqc
130-134	194907.0	WUB_VD12_R1_rmphix_fastqc
135-139	189830.0	WUB_VD12_R1_rmphix_fastqc
140-144	203888.0	WUB_VD12_R1_rmphix_fastqc
145-149	236706.0	WUB_VD12_R1_rmphix_fastqc
150-152	2.3260933E7	WUB_VD12_R1_rmphix_fastqc
50-54	140566.0	WUB_VD12_R2_rmphix_fastqc
55-59	138462.0	WUB_VD12_R2_rmphix_fastqc
60-64	134733.0	WUB_VD12_R2_rmphix_fastqc
65-69	141701.0	WUB_VD12_R2_rmphix_fastqc
70-74	140507.0	WUB_VD12_R2_rmphix_fastqc
75-79	141327.0	WUB_VD12_R2_rmphix_fastqc
80-84	143949.0	WUB_VD12_R2_rmphix_fastqc
85-89	144463.0	WUB_VD12_R2_rmphix_fastqc
90-94	153501.0	WUB_VD12_R2_rmphix_fastqc
95-99	156033.0	WUB_VD12_R2_rmphix_fastqc
100-104	164480.0	WUB_VD12_R2_rmphix_fastqc
105-109	173098.0	WUB_VD12_R2_rmphix_fastqc
110-114	182887.0	WUB_VD12_R2_rmphix_fastqc
115-119	191833.0	WUB_VD12_R2_rmphix_fastqc
120-124	197051.0	WUB_VD12_R2_rmphix_fastqc
125-129	209107.0	WUB_VD12_R2_rmphix_fastqc
130-134	235410.0	WUB_VD12_R2_rmphix_fastqc
135-139	236244.0	WUB_VD12_R2_rmphix_fastqc
140-144	251405.0	WUB_VD12_R2_rmphix_fastqc
145-149	314523.0	WUB_VD12_R2_rmphix_fastqc
150-152	2.2982734E7	WUB_VD12_R2_rmphix_fastqc
50-54	154258.0	WUB_VD13_R1_rmphix_fastqc
55-59	155011.0	WUB_VD13_R1_rmphix_fastqc
60-64	149559.0	WUB_VD13_R1_rmphix_fastqc
65-69	144549.0	WUB_VD13_R1_rmphix_fastqc
70-74	144528.0	WUB_VD13_R1_rmphix_fastqc
75-79	145833.0	WUB_VD13_R1_rmphix_fastqc
80-84	145354.0	WUB_VD13_R1_rmphix_fastqc
85-89	146685.0	WUB_VD13_R1_rmphix_fastqc
90-94	147715.0	WUB_VD13_R1_rmphix_fastqc
95-99	148105.0	WUB_VD13_R1_rmphix_fastqc
100-104	153732.0	WUB_VD13_R1_rmphix_fastqc
105-109	153458.0	WUB_VD13_R1_rmphix_fastqc
110-114	159067.0	WUB_VD13_R1_rmphix_fastqc
115-119	169942.0	WUB_VD13_R1_rmphix_fastqc
120-124	169957.0	WUB_VD13_R1_rmphix_fastqc
125-129	171933.0	WUB_VD13_R1_rmphix_fastqc
130-134	193950.0	WUB_VD13_R1_rmphix_fastqc
135-139	188166.0	WUB_VD13_R1_rmphix_fastqc
140-144	201229.0	WUB_VD13_R1_rmphix_fastqc
145-149	234722.0	WUB_VD13_R1_rmphix_fastqc
150-152	2.4558227E7	WUB_VD13_R1_rmphix_fastqc
50-54	138974.0	WUB_VD13_R2_rmphix_fastqc
55-59	134143.0	WUB_VD13_R2_rmphix_fastqc
60-64	131394.0	WUB_VD13_R2_rmphix_fastqc
65-69	139576.0	WUB_VD13_R2_rmphix_fastqc
70-74	140084.0	WUB_VD13_R2_rmphix_fastqc
75-79	139672.0	WUB_VD13_R2_rmphix_fastqc
80-84	142203.0	WUB_VD13_R2_rmphix_fastqc
85-89	142460.0	WUB_VD13_R2_rmphix_fastqc
90-94	151625.0	WUB_VD13_R2_rmphix_fastqc
95-99	154265.0	WUB_VD13_R2_rmphix_fastqc
100-104	162418.0	WUB_VD13_R2_rmphix_fastqc
105-109	170123.0	WUB_VD13_R2_rmphix_fastqc
110-114	180038.0	WUB_VD13_R2_rmphix_fastqc
115-119	190154.0	WUB_VD13_R2_rmphix_fastqc
120-124	193354.0	WUB_VD13_R2_rmphix_fastqc
125-129	206739.0	WUB_VD13_R2_rmphix_fastqc
130-134	232499.0	WUB_VD13_R2_rmphix_fastqc
135-139	233292.0	WUB_VD13_R2_rmphix_fastqc
140-144	248300.0	WUB_VD13_R2_rmphix_fastqc
145-149	314119.0	WUB_VD13_R2_rmphix_fastqc
150-152	2.4290548E7	WUB_VD13_R2_rmphix_fastqc
50-54	154410.0	WUB_VD14_R1_rmphix_fastqc
55-59	157852.0	WUB_VD14_R1_rmphix_fastqc
60-64	152225.0	WUB_VD14_R1_rmphix_fastqc
65-69	147381.0	WUB_VD14_R1_rmphix_fastqc
70-74	146917.0	WUB_VD14_R1_rmphix_fastqc
75-79	149949.0	WUB_VD14_R1_rmphix_fastqc
80-84	148666.0	WUB_VD14_R1_rmphix_fastqc
85-89	150444.0	WUB_VD14_R1_rmphix_fastqc
90-94	150953.0	WUB_VD14_R1_rmphix_fastqc
95-99	150974.0	WUB_VD14_R1_rmphix_fastqc
100-104	157183.0	WUB_VD14_R1_rmphix_fastqc
105-109	157108.0	WUB_VD14_R1_rmphix_fastqc
110-114	161690.0	WUB_VD14_R1_rmphix_fastqc
115-119	171315.0	WUB_VD14_R1_rmphix_fastqc
120-124	171295.0	WUB_VD14_R1_rmphix_fastqc
125-129	174270.0	WUB_VD14_R1_rmphix_fastqc
130-134	195163.0	WUB_VD14_R1_rmphix_fastqc
135-139	189531.0	WUB_VD14_R1_rmphix_fastqc
140-144	203777.0	WUB_VD14_R1_rmphix_fastqc
145-149	236608.0	WUB_VD14_R1_rmphix_fastqc
150-152	2.4569111E7	WUB_VD14_R1_rmphix_fastqc
50-54	169046.0	WUB_VD14_R2_rmphix_fastqc
55-59	163274.0	WUB_VD14_R2_rmphix_fastqc
60-64	157589.0	WUB_VD14_R2_rmphix_fastqc
65-69	164627.0	WUB_VD14_R2_rmphix_fastqc
70-74	165543.0	WUB_VD14_R2_rmphix_fastqc
75-79	163216.0	WUB_VD14_R2_rmphix_fastqc
80-84	165517.0	WUB_VD14_R2_rmphix_fastqc
85-89	167116.0	WUB_VD14_R2_rmphix_fastqc
90-94	175643.0	WUB_VD14_R2_rmphix_fastqc
95-99	178534.0	WUB_VD14_R2_rmphix_fastqc
100-104	186557.0	WUB_VD14_R2_rmphix_fastqc
105-109	193886.0	WUB_VD14_R2_rmphix_fastqc
110-114	205506.0	WUB_VD14_R2_rmphix_fastqc
115-119	214070.0	WUB_VD14_R2_rmphix_fastqc
120-124	218606.0	WUB_VD14_R2_rmphix_fastqc
125-129	229819.0	WUB_VD14_R2_rmphix_fastqc
130-134	255329.0	WUB_VD14_R2_rmphix_fastqc
135-139	255703.0	WUB_VD14_R2_rmphix_fastqc
140-144	269661.0	WUB_VD14_R2_rmphix_fastqc
145-149	337795.0	WUB_VD14_R2_rmphix_fastqc
150-152	2.3859785E7	WUB_VD14_R2_rmphix_fastqc
50-54	133634.0	WUB_VD15_R1_rmphix_fastqc
55-59	134412.0	WUB_VD15_R1_rmphix_fastqc
60-64	131112.0	WUB_VD15_R1_rmphix_fastqc
65-69	126161.0	WUB_VD15_R1_rmphix_fastqc
70-74	126098.0	WUB_VD15_R1_rmphix_fastqc
75-79	127677.0	WUB_VD15_R1_rmphix_fastqc
80-84	126734.0	WUB_VD15_R1_rmphix_fastqc
85-89	128333.0	WUB_VD15_R1_rmphix_fastqc
90-94	129182.0	WUB_VD15_R1_rmphix_fastqc
95-99	128808.0	WUB_VD15_R1_rmphix_fastqc
100-104	134712.0	WUB_VD15_R1_rmphix_fastqc
105-109	134551.0	WUB_VD15_R1_rmphix_fastqc
110-114	138312.0	WUB_VD15_R1_rmphix_fastqc
115-119	147794.0	WUB_VD15_R1_rmphix_fastqc
120-124	147300.0	WUB_VD15_R1_rmphix_fastqc
125-129	149885.0	WUB_VD15_R1_rmphix_fastqc
130-134	168949.0	WUB_VD15_R1_rmphix_fastqc
135-139	165153.0	WUB_VD15_R1_rmphix_fastqc
140-144	176634.0	WUB_VD15_R1_rmphix_fastqc
145-149	204347.0	WUB_VD15_R1_rmphix_fastqc
150-152	2.1276698E7	WUB_VD15_R1_rmphix_fastqc
50-54	128433.0	WUB_VD15_R2_rmphix_fastqc
55-59	123823.0	WUB_VD15_R2_rmphix_fastqc
60-64	120217.0	WUB_VD15_R2_rmphix_fastqc
65-69	126355.0	WUB_VD15_R2_rmphix_fastqc
70-74	126800.0	WUB_VD15_R2_rmphix_fastqc
75-79	126459.0	WUB_VD15_R2_rmphix_fastqc
80-84	128215.0	WUB_VD15_R2_rmphix_fastqc
85-89	129756.0	WUB_VD15_R2_rmphix_fastqc
90-94	135628.0	WUB_VD15_R2_rmphix_fastqc
95-99	139711.0	WUB_VD15_R2_rmphix_fastqc
100-104	146348.0	WUB_VD15_R2_rmphix_fastqc
105-109	153479.0	WUB_VD15_R2_rmphix_fastqc
110-114	162931.0	WUB_VD15_R2_rmphix_fastqc
115-119	171008.0	WUB_VD15_R2_rmphix_fastqc
120-124	174796.0	WUB_VD15_R2_rmphix_fastqc
125-129	186387.0	WUB_VD15_R2_rmphix_fastqc
130-134	206253.0	WUB_VD15_R2_rmphix_fastqc
135-139	207777.0	WUB_VD15_R2_rmphix_fastqc
140-144	220589.0	WUB_VD15_R2_rmphix_fastqc
145-149	275169.0	WUB_VD15_R2_rmphix_fastqc
150-152	2.0946352E7	WUB_VD15_R2_rmphix_fastqc
50-54	157341.0	WUB_VD16_R1_rmphix_fastqc
55-59	158802.0	WUB_VD16_R1_rmphix_fastqc
60-64	154766.0	WUB_VD16_R1_rmphix_fastqc
65-69	149771.0	WUB_VD16_R1_rmphix_fastqc
70-74	149023.0	WUB_VD16_R1_rmphix_fastqc
75-79	151297.0	WUB_VD16_R1_rmphix_fastqc
80-84	150619.0	WUB_VD16_R1_rmphix_fastqc
85-89	153150.0	WUB_VD16_R1_rmphix_fastqc
90-94	153560.0	WUB_VD16_R1_rmphix_fastqc
95-99	152307.0	WUB_VD16_R1_rmphix_fastqc
100-104	159835.0	WUB_VD16_R1_rmphix_fastqc
105-109	159074.0	WUB_VD16_R1_rmphix_fastqc
110-114	164233.0	WUB_VD16_R1_rmphix_fastqc
115-119	175259.0	WUB_VD16_R1_rmphix_fastqc
120-124	175133.0	WUB_VD16_R1_rmphix_fastqc
125-129	177103.0	WUB_VD16_R1_rmphix_fastqc
130-134	199205.0	WUB_VD16_R1_rmphix_fastqc
135-139	194495.0	WUB_VD16_R1_rmphix_fastqc
140-144	207679.0	WUB_VD16_R1_rmphix_fastqc
145-149	240876.0	WUB_VD16_R1_rmphix_fastqc
150-152	2.4314689E7	WUB_VD16_R1_rmphix_fastqc
50-54	158622.0	WUB_VD16_R2_rmphix_fastqc
55-59	154811.0	WUB_VD16_R2_rmphix_fastqc
60-64	151676.0	WUB_VD16_R2_rmphix_fastqc
65-69	159233.0	WUB_VD16_R2_rmphix_fastqc
70-74	158383.0	WUB_VD16_R2_rmphix_fastqc
75-79	158661.0	WUB_VD16_R2_rmphix_fastqc
80-84	160604.0	WUB_VD16_R2_rmphix_fastqc
85-89	161597.0	WUB_VD16_R2_rmphix_fastqc
90-94	170522.0	WUB_VD16_R2_rmphix_fastqc
95-99	172541.0	WUB_VD16_R2_rmphix_fastqc
100-104	181472.0	WUB_VD16_R2_rmphix_fastqc
105-109	190996.0	WUB_VD16_R2_rmphix_fastqc
110-114	201202.0	WUB_VD16_R2_rmphix_fastqc
115-119	210330.0	WUB_VD16_R2_rmphix_fastqc
120-124	214394.0	WUB_VD16_R2_rmphix_fastqc
125-129	227596.0	WUB_VD16_R2_rmphix_fastqc
130-134	255147.0	WUB_VD16_R2_rmphix_fastqc
135-139	255210.0	WUB_VD16_R2_rmphix_fastqc
140-144	269320.0	WUB_VD16_R2_rmphix_fastqc
145-149	335985.0	WUB_VD16_R2_rmphix_fastqc
150-152	2.3749915E7	WUB_VD16_R2_rmphix_fastqc
50-54	147616.0	WUB_VD17_R1_rmphix_fastqc
55-59	148675.0	WUB_VD17_R1_rmphix_fastqc
60-64	144820.0	WUB_VD17_R1_rmphix_fastqc
65-69	139689.0	WUB_VD17_R1_rmphix_fastqc
70-74	139717.0	WUB_VD17_R1_rmphix_fastqc
75-79	141053.0	WUB_VD17_R1_rmphix_fastqc
80-84	139978.0	WUB_VD17_R1_rmphix_fastqc
85-89	141382.0	WUB_VD17_R1_rmphix_fastqc
90-94	142234.0	WUB_VD17_R1_rmphix_fastqc
95-99	140679.0	WUB_VD17_R1_rmphix_fastqc
100-104	147677.0	WUB_VD17_R1_rmphix_fastqc
105-109	145729.0	WUB_VD17_R1_rmphix_fastqc
110-114	151934.0	WUB_VD17_R1_rmphix_fastqc
115-119	162250.0	WUB_VD17_R1_rmphix_fastqc
120-124	160759.0	WUB_VD17_R1_rmphix_fastqc
125-129	162383.0	WUB_VD17_R1_rmphix_fastqc
130-134	183340.0	WUB_VD17_R1_rmphix_fastqc
135-139	177647.0	WUB_VD17_R1_rmphix_fastqc
140-144	190732.0	WUB_VD17_R1_rmphix_fastqc
145-149	221151.0	WUB_VD17_R1_rmphix_fastqc
150-152	2.3347693E7	WUB_VD17_R1_rmphix_fastqc
50-54	176889.0	WUB_VD17_R2_rmphix_fastqc
55-59	169127.0	WUB_VD17_R2_rmphix_fastqc
60-64	158353.0	WUB_VD17_R2_rmphix_fastqc
65-69	164604.0	WUB_VD17_R2_rmphix_fastqc
70-74	163786.0	WUB_VD17_R2_rmphix_fastqc
75-79	160428.0	WUB_VD17_R2_rmphix_fastqc
80-84	161111.0	WUB_VD17_R2_rmphix_fastqc
85-89	161142.0	WUB_VD17_R2_rmphix_fastqc
90-94	167992.0	WUB_VD17_R2_rmphix_fastqc
95-99	168752.0	WUB_VD17_R2_rmphix_fastqc
100-104	176525.0	WUB_VD17_R2_rmphix_fastqc
105-109	182467.0	WUB_VD17_R2_rmphix_fastqc
110-114	191358.0	WUB_VD17_R2_rmphix_fastqc
115-119	199819.0	WUB_VD17_R2_rmphix_fastqc
120-124	201572.0	WUB_VD17_R2_rmphix_fastqc
125-129	211915.0	WUB_VD17_R2_rmphix_fastqc
130-134	236059.0	WUB_VD17_R2_rmphix_fastqc
135-139	235704.0	WUB_VD17_R2_rmphix_fastqc
140-144	249569.0	WUB_VD17_R2_rmphix_fastqc
145-149	307236.0	WUB_VD17_R2_rmphix_fastqc
150-152	2.263273E7	WUB_VD17_R2_rmphix_fastqc
50-54	152558.0	WUB_VD18_R1_rmphix_fastqc
55-59	152738.0	WUB_VD18_R1_rmphix_fastqc
60-64	149409.0	WUB_VD18_R1_rmphix_fastqc
